GO:0061049	19,712,1044,2169,3667,4028,9541,
GO:0001546	19,1048,2008,3648,4220,4641,7988,9341,
GO:0007506	7,675,882,2312,3175,7564,
GO:0048162	112,178,608,849,4806,6636,9203,9830,
GO:0008292	19,49,77,592,8813,
GO:0048386	142,1689,2985,4233,
GO:0001555	19,55,298,1432,1476,3035,7861,
GO:0002041	19,257,1376,1485,1825,2535,5191,7046,
GO:0048630	19,
GO:0010260	19,83,363,716,1536,1841,3117,3229,6754,8023,8241,8725,
GO:0034059	19,66,514,2495,3900,6041,
GO:0060452	19,1055,1115,1654,2529,
GO:0070278	16,19,124,251,266,935,1136,1362,5338,6044,7262,9014,
GO:0035520	7,16,19,103,1252,1488,3447,4065,
GO:0035521	19,56,263,3657,4266,5002,5633,5741,7642,
GO:0035522	19,404,592,1182,4797,6555,9367,
GO:0038003	19,980,2690,3394,
GO:0016560	19,107,1658,2292,4290,
GO:0018924	19,193,450,1209,4401,7084,10102,
GO:0046296	19,64,118,212,602,643,2535,2602,8963,9855,
GO:0001807	19,44,159,661,7331,
GO:0001808	19,291,1192,1548,7008,
GO:0002864	19,486,3355,5363,7271,
GO:0002865	156,191,234,411,6496,7905,
GO:0002883	19,21,94,180,2263,3465,3702,3972,4310,8677,
GO:0002884	19,286,301,411,1313,8857,
GO:0007181	19,119,224,335,4317,6166,9525,
GO:0034699	19,278,636,4884,9210,10164,
GO:0035238	19,268,828,897,1075,1228,1711,3555,8378,
GO:0042362	453,861,1340,2385,2562,8348,
GO:0042573	19,73,88,251,254,
GO:0042904	19,485,654,778,2995,8205,
GO:0042905	19,62,297,558,2379,2397,4148,
GO:0044328	19,107,311,347,355,1283,3009,4246,
GO:0044329	19,113,124,1598,4389,5652,6699,
GO:0044330	19,155,1028,7692,
GO:0045112	19,483,5548,5774,7709,
GO:0018342	19,56,149,200,
GO:0018344	19,56,70,193,274,815,1353,1908,1955,2356,3956,
GO:0007424	19,124,269,327,2350,3596,3641,3907,
GO:0007439	19,1206,1241,3191,4839,
GO:0014822	19,281,6986,8033,9599,
GO:0045198	53,1652,2126,4038,9338,
GO:0048371	19,1181,1763,4506,8747,9601,
GO:0048567	124,355,569,2203,4196,6170,8995,
GO:0048611	19,159,2238,6238,6623,7691,9466,9782,
GO:0048613	19,278,1176,1375,4301,4993,9078,9484,
GO:0060446	19,367,963,1522,1532,1856,9032,9287,
GO:0060458	19,839,948,2728,
GO:0060461	19,131,320,626,
GO:0090130	19,124,980,
GO:0090131	19,7866,8157,
GO:0017185	19,871,1704,3677,4680,6792,7318,8146,8917,9498,
GO:0018126	19,
GO:0018395	19,40,2066,2497,3362,
GO:0070077	19,21,921,1870,2412,6509,8426,9848,
GO:0070078	21,334,9372,9539,9728,
GO:0070079	19,263,1461,5898,7199,
GO:0003177	19,3402,4068,5416,6315,
GO:0003184	19,193,988,1496,2315,2331,2419,3408,5769,
GO:0042297	19,61,112,815,1134,1177,1954,8063,9409,
GO:0061143	19,49,220,1526,1852,2390,
GO:0031987	19,191,853,1252,1544,3336,4438,4604,4813,6682,
GO:0035426	19,4570,
GO:0061299	19,37,46,256,2180,2518,2558,3880,4465,5258,5740,
GO:0061300	19,197,304,1324,5332,5681,6541,8539,
GO:0061301	19,58,869,1043,2003,4535,5116,9685,
GO:0061304	19,568,2219,2921,3897,4683,5746,
GO:0003094	19,679,834,4257,4651,6225,
GO:0048144	19,1536,2385,2649,3055,3283,3337,8243,
GO:0021636	19,56,1687,4248,
GO:0060600	19,
GO:0060666	19,43,618,1515,5734,8240,
GO:0021534	19,650,5448,8845,
GO:0021924	19,846,1495,2652,10072,
GO:0021930	19,191,308,1719,1860,3953,6296,7982,8578,9031,9659,
GO:0042991	19,411,1494,3658,5464,7251,
GO:0051531	24,301,1870,2795,4508,
GO:0016539	4,19,40,328,640,767,1537,2837,5476,5852,6845,8364,9090,
GO:0030704	19,734,783,1204,1691,2416,3471,3834,4971,5488,7710,
GO:0030908	19,130,1005,1132,4820,5872,6541,
GO:0035803	19,137,160,325,1762,9735,
GO:0042706	19,55,159,363,8304,
GO:0046552	19,113,118,159,1247,3224,
GO:0048073	19,126,151,295,1316,8406,
GO:0048074	19,679,1454,4569,
GO:0048086	19,4478,6374,9268,
GO:0060220	19,710,785,2995,
GO:0003140	1899,
GO:0007502	16,19,1693,4065,4981,8486,
GO:0014857	19,119,282,313,1706,2010,3299,3638,3856,4937,7667,
GO:0014858	127,240,2804,3452,4984,7330,
GO:0021938	19,21,46,614,697,1487,2139,2579,7800,
GO:0043369	19,20,1841,2069,5466,7224,8207,
GO:0045109	19,21,88,2189,
GO:0046534	19,77,212,533,1196,4786,5088,5699,8016,
GO:0060020	19,233,557,4103,4335,5676,
GO:0060405	19,1812,2385,4189,
GO:0060406	19,705,2922,
GO:0060605	19,381,2735,3220,4401,6077,
GO:0060662	486,1978,6982,8293,
GO:0060782	19,224,226,5332,5601,8371,10029,
GO:0060783	19,155,278,545,757,3526,5304,6741,8533,9322,
GO:0061056	19,1244,
GO:0080125	19,269,358,503,5708,10119,
GO:2000061	24,142,882,2418,8152,9859,
GO:2000062	19,119,267,1078,2777,4020,8254,
GO:2000063	19,245,5698,
GO:2000356	19,1247,3162,5791,7364,8249,9190,
GO:2000357	307,1144,2350,
GO:2000358	19,21,4570,9043,9072,
GO:2000729	19,100,703,1098,2787,5800,7720,
GO:0042662	19,274,283,589,5722,6133,
GO:2000035	19,248,253,1677,2051,2546,4210,6392,7429,8298,8621,
GO:0060242	19,79,833,949,1196,2793,3564,
GO:0060837	19,44,907,1407,1601,1955,9953,10101,
GO:0001839	19,55,56,486,3740,4052,
GO:0001840	19,360,2193,
GO:0001980	19,396,973,1476,4757,7428,7770,
GO:0042759	19,966,2059,2079,4721,7747,
GO:0007371	19,20,2989,
GO:0032474	19,162,464,632,6912,
GO:0060245	7,19,43,1028,3373,4153,5118,7242,
GO:0060246	19,69,259,270,528,1700,2625,3181,
GO:0060248	19,311,656,709,856,2741,
GO:0060830	19,876,1354,4888,8634,9230,
GO:0072036	19,21,231,358,4123,8712,10042,
GO:0072285	6767,7816,8955,9876,
GO:0007296	19,124,253,648,
GO:0051913	19,20,21,55,68,109,1015,8545,9679,
GO:0051914	19,251,509,1110,1934,8461,8925,
GO:0051915	19,52,199,299,1193,2733,7269,8082,8762,9295,
GO:0001582	19,130,314,1704,3820,4083,
GO:0001661	19,193,2506,5992,6236,
GO:0031161	19,58,484,515,1544,3189,6390,7094,8324,
GO:0035106	19,213,555,881,1227,1856,3745,5543,
GO:0046960	19,21,438,2664,5577,
GO:0060292	19,142,511,514,889,2263,6045,
GO:0001994	19,73,858,1320,1704,2572,5332,5917,
GO:0060160	19,2046,2734,
GO:0003105	19,231,2286,7922,9390,
GO:0010840	19,44,224,355,521,1769,3892,7963,
GO:0010841	8,19,61,1192,3717,4094,6260,6681,6857,6905,
GO:0035811	19,2729,3663,5189,6333,
GO:0046005	168,400,915,2520,2553,2662,
GO:0055119	19,24,309,404,1110,1647,1767,1925,3365,3462,4469,6063,
GO:0002351	19,98,127,257,1429,
GO:0002442	19,77,159,873,1078,2052,6641,
GO:0002554	6,19,124,2073,2500,5526,7804,
GO:0043134	19,772,1393,3035,3087,6395,
GO:0002002	19,55,73,170,252,943,1098,1300,1436,4309,5752,
GO:0002005	7,19,126,372,394,708,1100,1933,2186,3484,
GO:0044254	19,224,1330,
GO:0044256	19,110,2325,2883,2986,3204,5499,7417,9302,
GO:0044266	19,98,106,130,150,3553,
GO:0051497	358,1549,2146,5591,
GO:0014052	19,106,126,193,998,6011,6599,8091,
GO:0014053	19,214,2251,3013,6093,10085,
GO:0090272	19,58,178,980,3372,4839,5049,8476,
GO:0071392	44,55,161,355,600,1017,1024,
GO:0010387	136,325,1190,1510,5641,8698,
GO:0021874	19,820,4802,6570,9583,
GO:0090245	19,124,319,2774,3140,7805,
GO:2000079	19,231,246,692,846,1072,1213,1902,
GO:2000081	19,142,347,740,2129,
GO:0042369	19,362,1955,
GO:0071379	19,22,40,122,209,259,489,590,1761,3090,7668,
GO:0071380	19,56,310,989,7449,
GO:0071772	19,130,232,355,470,560,685,1144,7283,
GO:0071773	19,56,73,74,124,247,264,3174,6161,7784,
GO:2000053	19,1132,1402,2051,2390,6061,
GO:2000054	19,124,3107,3545,4010,10021,
GO:2000080	19,21,1220,1394,8026,8979,9121,
GO:2000116	19,306,440,2728,
GO:2000117	19,68,1242,2551,2657,3300,3999,
GO:2000269	19,303,2394,2876,3573,5220,
GO:2000270	19,106,310,4670,6345,9023,10122,
GO:2000271	19,77,100,514,1903,5445,5720,6764,
GO:0034633	19,127,358,1531,5121,6570,10098,
GO:0046864	19,56,142,183,285,1495,4656,
GO:0046865	19,200,233,638,1292,5763,9545,
GO:0051024	19,82,95,640,
GO:0051180	19,140,178,3994,
GO:0071938	19,43,61,191,1496,2382,3390,7187,
GO:0033299	21,49,209,234,536,815,863,1123,9227,
GO:0021881	7,19,56,326,695,5704,9444,
GO:0022001	19,73,177,569,2077,9794,
GO:0022002	19,21,62,807,1225,
GO:0048263	19,2465,10014,
GO:0009949	19,178,3742,
GO:0044324	19,308,640,1212,1341,6481,
GO:0044335	6222,
GO:0071867	19,122,360,505,1696,4665,5986,
GO:0071868	19,402,1212,3057,5100,7844,
GO:0071869	19,2566,2727,3280,4674,7355,
GO:0071870	19,60,168,1543,
GO:0071871	328,641,696,5634,7546,9399,
GO:0071872	19,243,256,899,1430,3108,7000,9762,
GO:0021767	19,646,1583,7037,7149,
GO:0021855	19,2206,2293,5509,
GO:0061373	19,621,889,3847,5136,5796,7107,9455,
GO:0061374	14,19,56,139,355,1112,2627,2855,3403,3945,6425,
GO:0061378	19,266,308,2008,4241,4269,
GO:0061379	19,20,908,981,8244,
GO:0061381	19,132,1070,1181,
GO:0031945	73,77,934,1041,1112,1327,6857,
GO:0031948	19,1754,5056,6406,6857,7434,
GO:0033079	19,245,402,5605,9251,10009,
GO:0033080	7,19,1688,5623,7763,
GO:0060126	119,235,443,742,3202,8708,
GO:0061369	19,142,193,1182,3306,4077,5398,7959,
GO:0071462	19,1325,5776,6750,
GO:0071464	7,19,106,183,716,717,970,1072,1658,
GO:2000019	19,21,609,1891,5342,5616,9947,
GO:2000066	19,99,101,200,214,6470,
GO:2000180	2097,4082,
GO:2000181	77,225,278,531,1099,1144,7225,9711,
GO:2000224	19,218,539,999,4730,5119,5412,
GO:2000225	19,173,1701,2038,2356,2758,
GO:0072086	19,21,169,330,1054,1470,
GO:0072272	19,3645,7359,9591,
GO:0002138	672,1310,1703,2514,3400,3533,4738,
GO:0060431	19,20,106,824,1830,2626,3484,3994,4518,5151,
GO:0021784	19,1274,1287,1472,
GO:0050923	19,124,259,355,2514,2696,
GO:0050925	19,56,1704,2571,7376,
GO:0061364	19,349,
GO:0001771	19,20,42,331,390,3425,7566,7868,
GO:0007352	55,136,643,896,1377,1688,4333,10151,
GO:0010593	14,19,142,1182,1780,2381,5108,7954,9205,10171,
GO:0021836	162,193,278,1021,1103,2018,9448,
GO:0021966	19,21,2217,
GO:0021972	19,54,295,1962,
GO:0035385	19,24,178,679,2692,
GO:0050924	19,197,1003,2887,4286,4705,8784,9328,
GO:0050929	19,265,370,7403,
GO:0070099	19,126,654,731,941,4519,7169,
GO:0070100	19,56,77,2890,5675,6006,6714,
GO:0071672	19,77,646,1099,5701,8942,9471,
GO:0071676	19,55,482,738,1780,5603,
GO:0090024	19,1664,2287,9796,
GO:0090259	19,55,166,897,1597,1602,7878,
GO:0090260	19,9933,
GO:0051451	19,132,280,842,2851,
GO:0007182	19,20,55,1142,1327,1702,2571,
GO:0072046	19,916,999,2020,2568,4636,
GO:0072181	19,252,480,716,1130,4141,5614,5710,6086,8197,9405,
GO:0090095	19,20,21,114,191,237,640,3163,4830,5084,
GO:0090096	580,640,2325,5537,5999,7588,7690,
GO:0010157	19,214,233,268,455,953,1437,2174,8005,9866,
GO:0021997	7,19,73,122,1074,1278,1466,1926,8633,
GO:0006307	19,314,440,6078,
GO:0035511	19,125,127,258,1003,5516,
GO:0035513	19,3351,3416,4272,7689,
GO:0035552	19,266,648,662,832,879,6494,7015,
GO:0035553	19,231,2520,9611,9830,
GO:0042245	19,143,374,421,528,2127,2720,2910,
GO:0070989	19,79,83,287,1059,3825,
GO:0010890	19,2115,3638,
GO:0007208	19,124,5785,5859,6000,
GO:0007210	19,155,3447,
GO:0043267	19,141,1014,2315,2973,3335,
GO:0002023	19,980,1171,3522,7297,9055,
GO:0090273	19,310,2666,3684,
GO:0090274	19,668,939,2444,3620,5877,6018,9535,
GO:0009590	19,149,1323,2082,
GO:0021771	7,19,99,533,916,1226,2688,3234,4376,7220,7413,9689,
GO:0045759	19,266,596,4325,
GO:0021586	19,96,1332,1510,2259,3504,4145,5751,7246,
GO:0030421	6,19,43,73,142,1338,1473,4435,5910,8837,
GO:0051901	19,110,251,361,1438,1875,2340,3155,
GO:0048172	19,21,80,302,1085,1709,
GO:2000297	16,19,335,4957,9311,
GO:0014835	19,20,278,765,898,2156,
GO:0051884	19,21,390,957,1019,1538,2315,2780,5061,
GO:0051885	19,1992,5476,7192,8661,
GO:0002032	14,112,124,126,3217,3888,5187,7320,
GO:0045475	19,77,594,1695,8506,
GO:0048733	19,358,571,617,2136,4887,9112,
GO:0003010	19,122,140,8419,9232,
GO:0014721	317,503,
GO:0031444	19,396,897,2718,3283,4571,
GO:0010635	19,684,2816,4870,
GO:0010637	19,178,6737,
GO:0045837	19,411,512,580,1136,1563,2061,3073,6120,
GO:0071279	370,945,1694,1837,2742,3102,4726,
GO:0060628	19,266,410,636,2804,5172,
GO:0021538	14,19,43,55,98,313,939,1239,1879,1948,1954,2097,3030,4311,7161,9123,9488,
GO:0021986	19,742,2771,
GO:0010813	19,112,542,765,1955,3966,4028,9228,
GO:0010814	19,1934,8438,9557,
GO:0010816	19,127,300,361,749,878,2688,5961,
GO:0034959	19,24,207,4377,5515,6268,8902,9201,9906,
GO:0050928	19,56,1444,2109,3032,
GO:0016338	19,158,190,1233,
GO:0048549	19,117,140,191,2505,5772,7457,
GO:0002314	19,21,518,1508,1669,1980,7384,
GO:0002636	19,225,1615,
GO:0006154	19,253,2274,
GO:0006157	7,19,303,921,1522,3807,6521,6684,7331,7967,
GO:0009155	19,20,184,1343,2390,2625,4507,5489,6221,
GO:0009204	19,39,74,198,284,1055,1182,3462,3651,4779,5268,
GO:0009217	16,19,112,129,137,550,5252,7992,8310,8966,
GO:0033632	19,684,4966,
GO:0046061	1884,6883,7521,7785,
GO:0046090	19,55,321,355,708,782,1086,2275,3217,
GO:0046102	19,73,124,130,573,731,2295,3004,7341,
GO:0046103	14,280,528,619,648,1849,3831,4334,
GO:0046110	19,295,480,1798,8686,
GO:0046111	19,266,392,1057,5069,10186,
GO:0046121	19,1859,2443,2714,5716,8266,
GO:0046124	19,78,1188,1701,2235,2501,3461,4889,5051,7849,
GO:0060169	19,301,445,7070,7820,
GO:0060407	19,191,600,820,2040,6619,8453,
GO:0033986	19,112,6827,
GO:0034014	19,627,646,1982,3091,6340,
GO:0046687	19,73,91,355,2757,7492,
GO:0071474	19,73,113,685,2638,2887,5496,7806,
GO:0009624	19,20,56,93,179,1731,1929,3097,
GO:0009698	8,19,143,320,3787,7794,
GO:0009804	19,1021,2220,
GO:0009812	19,61,68,7356,
GO:0017143	19,159,650,871,2168,2350,5289,7413,9060,
GO:0019341	64,4026,
GO:0006585	16,20,162,257,384,1031,2248,9139,
GO:0015842	19,231,544,1270,3316,
GO:0016140	19,178,886,
GO:0033076	19,122,801,5751,
GO:0042214	19,580,2422,6171,
GO:0042418	19,420,893,3766,7160,
GO:0045472	19,73,512,1448,7252,8000,
GO:0052314	19,53,1103,1318,2614,6815,6963,7852,9726,
GO:0071731	19,112,125,197,1681,4871,
GO:0071732	19,1104,1135,1164,2416,2953,3990,4243,5333,6616,
GO:0014054	19,306,779,1120,2756,4148,5147,5838,6086,
GO:0051957	19,55,421,2455,3146,3515,3647,
GO:0032595	19,2203,6283,
GO:0032596	19,21,142,1312,7523,10163,
GO:0032597	19,362,1225,2821,3953,8627,9412,9545,10001,
GO:0032599	19,700,1780,1985,6536,
GO:0032600	19,140,178,224,244,3551,5838,7367,8640,9940,
GO:0032913	19,112,151,2004,2163,4453,5981,7276,8894,8912,
GO:0033606	19,536,829,3470,6899,
GO:0031104	19,83,402,634,1043,1341,1974,
GO:0033194	19,1634,6292,
GO:0042737	19,142,156,782,
GO:0042738	19,21,22,73,122,2125,2231,3310,3481,3683,4370,5134,
GO:0030578	19,1193,2621,3185,3511,6330,
GO:0032938	19,55,1136,1713,6036,9575,
GO:0043556	19,142,1067,1488,3947,5911,6583,8321,8869,
GO:0021941	19,401,1091,1429,2119,6422,6735,9637,9956,
GO:0051610	19,970,2758,5387,
GO:0070305	300,635,704,979,
GO:0071321	19,3126,4949,5574,6402,6471,8947,9039,9732,
GO:0015675	19,20,73,125,1171,2381,3381,
GO:0015676	19,1146,1322,1692,2606,3277,4574,7022,7584,9706,
GO:0015684	19,73,94,409,4427,6509,8408,
GO:0015692	19,55,233,986,996,9740,
GO:0034755	19,21,301,5880,7582,
GO:0035444	13,19,173,278,664,700,1837,2735,4195,7157,8455,
GO:0070627	679,1429,1488,5722,6968,
GO:0050902	19,127,2207,2492,2957,3236,5223,5988,6749,10026,
GO:0051040	19,55,251,283,654,5893,7554,10079,
GO:0051041	215,464,2225,2255,2515,5233,
GO:0035624	19,100,2181,2566,
GO:0035625	19,56,96,124,707,
GO:0002017	19,571,1429,1974,3372,3586,4235,
GO:0006704	19,1741,2625,
GO:0008211	19,277,4579,
GO:0009450	19,278,3270,7459,8026,8664,
GO:0046946	19,21,45,53,73,156,243,1263,1418,6650,8443,
GO:0046947	19,191,1712,8781,9951,
GO:0030007	19,251,589,694,3773,4974,8003,8229,9652,
GO:0034465	249,1658,
GO:0045794	19,73,633,677,2606,9157,
GO:0033034	19,178,930,1407,2458,4083,6320,
GO:0034115	19,
GO:0070994	19,94,126,684,1878,3484,4010,7136,8572,9546,
GO:2000279	19,30,78,2477,5948,
GO:2000460	19,731,807,2616,3201,4980,8916,
GO:2000461	19,139,297,328,1332,
GO:2000477	19,328,757,880,1709,4118,6410,7137,8927,9875,
GO:2000478	19,418,5615,7542,
GO:2000479	19,56,253,1127,3770,6173,8466,8687,8864,8919,
GO:2000481	19,1271,1382,1440,2607,2802,9789,
GO:2000532	19,310,3536,4528,6092,
GO:2000534	19,1190,4526,7286,
GO:0008627	19,160,170,221,685,2362,4667,6362,8139,8561,8587,9765,
GO:0090074	19,118,171,240,
GO:0001809	19,20,145,1747,
GO:0002866	19,106,193,1002,1424,1596,2570,4024,4701,
GO:0002885	19,73,156,173,641,1265,3372,4040,5539,
GO:0010513	55,1646,1850,1992,3252,4334,
GO:0032234	19,253,266,300,1142,2020,3465,5702,6418,
GO:0032236	19,21,142,647,1978,4716,
GO:0071073	19,374,1194,1887,2108,4100,5898,6892,7735,
GO:2000354	3,19,73,236,968,1853,2186,2733,5686,6918,6968,7055,
GO:2000359	19,78,1300,2259,8657,8899,
GO:2000360	19,73,79,146,225,1875,3949,8777,
GO:2000367	
GO:2000368	73,94,237,1182,1467,3576,6653,7153,8411,9101,
GO:2000386	19,1027,1146,9667,
GO:2000387	19,43,56,186,568,1654,4148,6881,9921,
GO:2000388	21,110,470,1440,2970,6993,7073,
GO:0006235	19,22,127,335,514,716,855,1408,9178,
GO:0009211	19,94,177,1113,1204,1469,1520,2686,4269,
GO:0009212	19,616,1297,4349,4629,6392,6725,
GO:0046075	19,262,394,7040,
GO:0002855	19,56,58,1205,2627,3455,3660,4203,4545,4956,6284,
GO:0002857	3079,
GO:0002858	19,149,
GO:0002860	19,49,106,399,494,3349,
GO:0019063	207,279,349,384,9428,9717,
GO:0019064	19,2201,2742,3081,5385,
GO:0042271	19,265,3605,4944,8608,
GO:0046814	19,264,599,692,1733,3678,8401,9435,9654,10123,
GO:0060370	19,59,7132,
GO:0070368	40,632,
GO:0001692	19,178,279,634,4328,
GO:0001694	19,124,
GO:0045575	19,654,7707,
GO:0002176	19,73,78,124,127,355,3534,3587,5608,6305,7676,
GO:0006481	19,20,2893,4894,6899,
GO:0046498	19,73,329,387,731,1126,4196,4472,
GO:0046499	19,20,352,
GO:0016332	19,56,68,566,1098,1134,1397,1567,2545,3459,6137,
GO:0072060	19,1188,1532,2230,2595,6959,
GO:0072061	19,55,206,250,1120,2052,
GO:0001969	19,68,1098,3169,4387,6696,8670,
GO:0001970	19,73,706,1964,2624,3273,7111,7943,8262,
GO:0030449	64,127,201,4426,6411,
GO:0045917	19,55,251,409,506,958,1626,5967,7251,7945,9240,
GO:2000257	667,1713,
GO:2000259	19,169,2429,3517,4791,5875,6247,7815,7867,8714,
GO:0070831	19,9155,
GO:0071711	19,27,62,1115,3485,3986,
GO:0006817	19,55,112,320,328,788,5934,
GO:0030643	19,20,94,180,1097,8538,
GO:0044341	19,58,73,180,2716,7086,
GO:0055062	19,56,5135,
GO:0072502	19,118,270,591,618,3911,4443,
GO:0072506	302,1761,3202,7211,
GO:0048241	3,100,193,388,405,982,5519,8568,
GO:0048242	19,1440,2526,4419,8638,8951,
GO:0050432	19,21,442,2205,2672,
GO:0051089	19,24,55,56,1781,2347,4853,8469,9257,
GO:0015889	85,1494,
GO:0020028	19,387,614,1572,1634,2143,8228,
GO:0060434	19,124,250,5781,
GO:0006498	19,73,5099,5555,5689,6380,7645,9770,
GO:0006499	19,82,3984,4599,
GO:0018377	19,3826,3945,8377,8885,9295,
GO:0007380	19,64,142,294,299,7244,
GO:0007382	19,21,633,1073,3056,3821,6879,7629,7880,
GO:0035287	19,22,224,303,1537,1564,2148,2543,4646,6156,
GO:0035289	19,90,159,170,254,309,2233,4463,8177,8341,8358,9370,
GO:0042305	19,329,676,2214,2215,3170,3737,5807,7030,8441,9348,
GO:0044154	19,252,882,934,2535,5050,8017,
GO:0003383	19,2962,4446,
GO:0007509	19,1622,2802,4083,5834,7780,
GO:0070986	19,61,64,178,516,881,1691,3258,4831,4967,6616,9059,
GO:0097037	19,144,255,935,3026,6436,7991,
GO:0034766	19,77,263,5919,6185,
GO:0071579	19,95,1536,5357,6509,6797,7314,
GO:0071580	19,94,193,7858,
GO:0071581	19,191,335,1443,1511,1664,2317,6412,
GO:0071582	19,55,207,867,2338,3447,4425,4825,6709,7254,9453,
GO:0071583	19,40,139,419,3448,7440,7679,8241,9066,
GO:0071584	19,559,2851,5699,6915,
GO:0090281	19,302,485,3416,
GO:0006011	16,19,160,363,470,741,896,934,1513,3962,
GO:0006063	19,42,73,101,276,1129,1800,2786,5883,
GO:0006065	20,73,140,507,1122,2565,
GO:0019585	19,1190,1233,1851,4425,5989,9370,
GO:0046398	19,130,419,2738,2889,3277,6237,
GO:0046399	19,634,3822,4465,9736,
GO:0044340	19,118,277,596,710,2258,3485,3921,
GO:0061310	358,623,742,3878,8338,
GO:0061324	19,95,308,411,645,1244,7166,7643,9127,
GO:0090244	19,56,253,684,1140,1335,2251,5143,8515,
GO:2000051	19,168,220,355,1646,
GO:2000055	3,19,197,328,381,1352,4650,6200,6435,
GO:2000148	19,4709,5494,9707,
GO:2000149	19,276,599,9470,9693,10093,
GO:2000150	19,56,162,261,1811,2356,3423,4981,9766,
GO:2000151	19,735,1035,2394,3280,7272,7769,7862,
GO:2000159	206,265,548,632,901,2424,3864,5052,5746,
GO:2000160	19,20,808,1129,2363,2370,3762,5754,5874,
GO:2000161	19,21,1373,2913,5333,
GO:2000162	19,854,993,6118,7660,
GO:2000163	19,21,86,638,1802,4154,
GO:2000164	19,118,784,830,2678,3489,4617,5559,6040,6397,
GO:2000165	19,73,178,501,581,
GO:2000166	19,20,742,1449,2565,4000,5270,
GO:2000167	14,19,112,143,278,1777,5394,8894,
GO:2000168	19,3360,4463,6822,7553,8841,
GO:0060809	19,266,425,3817,7607,
GO:0010172	19,177,219,231,473,1039,1489,2284,2611,4852,5621,5926,
GO:0014816	19,21,46,152,2007,2217,2529,
GO:0034653	19,1341,3462,5592,9175,
GO:0070593	73,3769,4248,9349,
GO:0001922	19,360,560,7201,
GO:0003065	19,3245,6737,7156,7462,9452,10074,
GO:0033634	19,303,1144,1368,2689,
GO:0003096	19,539,1331,2456,3286,6182,7055,7736,8471,
GO:0006857	19,1544,1777,2135,2815,3302,5797,
GO:0032782	19,56,177,318,3482,3683,4045,9910,
GO:0034635	19,252,6299,8045,8284,8879,
GO:0042939	19,178,319,1004,3224,4154,
GO:0031275	19,829,1543,6648,7397,8514,
GO:0051125	19,1749,6275,7555,8472,
GO:0060327	247,866,2635,2895,5081,5355,5358,5882,9411,
GO:2000392	122,140,258,361,547,1075,1164,1517,1531,3215,5609,7708,9161,
GO:0044088	19,22,74,253,735,1015,2579,7255,
GO:0014739	19,72,402,656,5228,6950,8727,9148,9215,
GO:0014744	19,3286,7342,9181,9480,
GO:0060988	19,56,112,830,4064,5462,5978,
GO:0001731	19,34,67,989,5062,6394,
GO:0001732	19,61,170,7593,
GO:0030328	19,86,152,717,3532,3819,5231,7644,
GO:0030329	13,19,20,442,9543,
GO:0042219	19,6239,8059,
GO:0021754	40,908,2167,4277,
GO:0042249	19,1068,3190,4264,4464,6312,6887,
GO:0048104	19,99,126,127,442,1865,2231,2980,5596,5915,6273,7110,7603,
GO:0048105	19,55,1242,1855,6312,6718,
GO:0060448	19,77,358,568,2381,4344,7154,9687,
GO:0060488	4513,
GO:0060489	19,49,705,3476,5631,6220,6411,6915,8296,
GO:0060490	19,115,743,765,2126,3237,9948,
GO:0090251	19,268,725,1194,3280,6347,6427,6873,8942,
GO:0014022	19,859,2535,6270,6483,8261,
GO:0022007	19,1476,2450,3964,4049,6519,8835,
GO:0090177	19,127,168,
GO:0060689	19,21,139,2664,3287,7023,7199,7302,
GO:0060690	19,56,3032,3153,
GO:0060821	19,86,257,355,882,3463,6511,7484,8429,
GO:0060823	19,24,28,520,6148,7646,
GO:0048496	19,100,191,299,353,5855,7123,7295,9452,
GO:0035845	6610,
GO:0035608	19,700,910,7503,
GO:0035609	37,114,278,2885,
GO:0035610	19,1459,1551,2217,2618,3027,
GO:0060678	19,49,115,127,243,302,999,2063,2273,5163,
GO:0014827	56,158,252,266,1131,3049,3667,3846,6239,
GO:0014831	19,985,1658,1671,2524,2893,2977,
GO:0072127	19,387,401,2108,6825,
GO:0072128	19,105,249,3693,5209,6329,
GO:0072129	19,73,115,980,1034,1569,4218,4293,7257,
GO:0072130	19,167,2133,8357,
GO:0072213	7,19,45,437,614,2633,9614,
GO:0072265	19,98,118,626,891,1381,2699,5400,5455,6436,6980,9326,
GO:0072266	19,117,355,3290,4283,
GO:0072267	19,53,318,3277,3488,8356,
GO:0061181	19,142,331,729,1014,1354,7686,
GO:0021934	19,562,3940,4580,7175,9513,
GO:0021935	19,86,263,325,2241,4618,8590,8733,9022,
GO:0008078	19,335,751,1531,4259,6350,6623,
GO:0010934	19,110,266,7181,8216,9709,
GO:0061082	19,278,317,709,1599,5498,7243,
GO:0008611	7,19,49,54,308,807,1761,
GO:0046485	19,112,193,250,295,1103,1932,2787,
GO:0014849	19,68,126,152,542,961,5254,5585,7048,8682,
GO:0072105	19,233,
GO:0072195	19,56,2356,3470,6711,9469,
GO:2000171	92,140,182,358,627,841,1181,1417,3156,3183,
GO:0019800	19,94,122,160,1786,2212,3007,4833,
GO:0042667	19,170,173,325,5156,9790,
GO:0045609	19,94,1312,10090,
GO:0045633	19,56,94,142,400,449,9464,
GO:2000982	634,1235,3609,5136,5900,6676,8170,9095,
GO:0021831	19,21,253,695,1530,3657,3966,4269,6244,6393,8522,
GO:0035881	19,100,251,271,387,3576,3688,
